aX,aY,aZ,gX,gY,gZ
0.151,0.234,-1.003,16.113,12.085,-11.902
0.147,0.221,-0.994,21.118,13.184,-14.160
0.144,0.208,-0.992,25.574,15.076,-15.137
0.150,0.202,-1.001,29.602,17.517,-15.015
0.152,0.199,-1.023,34.058,19.714,-14.099
0.168,0.187,-1.016,37.292,19.897,-13.611
0.162,0.180,-0.997,36.255,17.395,-14.343
0.152,0.191,-0.974,31.799,14.404,-15.869
0.145,0.208,-0.961,25.635,12.390,-17.334
0.119,0.241,-0.951,19.409,12.207,-19.165
0.116,0.261,-0.978,14.648,13.916,-21.912
0.135,0.280,-1.009,11.780,15.198,-24.719
0.134,0.286,-1.025,10.254,14.954,-26.611
0.156,0.289,-1.046,10.254,13.977,-27.893
0.152,0.290,-1.049,11.841,11.902,-28.748
0.146,0.279,-1.056,15.198,9.766,-28.870
0.162,0.264,-1.046,19.775,8.057,-28.076
0.157,0.247,-1.034,23.621,5.920,-26.917
0.145,0.243,-1.024,25.574,4.211,-25.818
0.140,0.249,-1.008,26.123,3.235,-24.963
0.134,0.261,-0.989,26.367,2.563,-24.902
0.123,0.273,-0.970,26.978,2.869,-25.452
0.116,0.301,-0.957,28.137,4.089,-26.367
0.107,0.316,-0.953,30.701,6.104,-27.954
0.107,0.332,-0.953,33.875,8.911,-29.907
0.104,0.327,-0.950,38.696,11.353,-31.982
0.127,0.289,-0.974,42.969,13.977,-33.569
0.163,0.249,-0.999,45.227,15.015,-33.081
0.177,0.228,-1.018,43.091,13.000,-30.212
0.170,0.234,-1.021,39.063,9.094,-27.039
0.164,0.253,-1.009,35.339,5.127,-24.170
0.147,0.280,-0.980,33.142,2.136,-21.973
0.125,0.310,-0.967,32.593,0.793,-20.386
0.113,0.352,-0.954,33.508,1.526,-19.104
0.102,0.378,-0.943,36.865,3.174,-19.043
0.096,0.399,-0.938,41.870,5.188,-20.142
0.093,0.407,-0.939,47.913,8.545,-22.156

0.362,-0.975,-1.854,-290.283,-65.491,205.200
0.371,-1.201,-2.056,-343.018,-86.731,248.413
0.352,-1.319,-2.163,-375.793,-108.398,296.143
0.263,-1.324,-2.139,-387.085,-126.648,343.506
0.109,-1.298,-2.022,-373.535,-138.123,381.287
-0.052,-1.232,-1.856,-343.201,-140.259,406.006
-0.069,-1.208,-1.673,-304.810,-128.235,421.326
-0.072,-1.196,-1.502,-262.573,-114.685,432.800
-0.105,-1.133,-1.350,-223.938,-102.173,440.369
-0.116,-1.094,-1.214,-189.819,-89.111,442.993
-0.133,-1.035,-1.117,-163.818,-77.881,442.505
-0.152,-0.983,-1.016,-144.348,-69.336,440.552
-0.158,-0.950,-0.911,-130.066,-61.829,435.913
-0.162,-0.901,-0.835,-122.742,-53.040,429.932
-0.154,-0.830,-0.794,-121.826,-43.213,424.927
-0.138,-0.724,-0.791,-126.221,-30.701,419.800
-0.174,-0.600,-0.811,-131.531,-19.409,411.011
-0.238,-0.478,-0.874,-135.803,-9.888,396.851
-0.306,-0.334,-0.943,-135.193,-4.822,376.526
-0.407,-0.217,-1.013,-128.601,-3.967,352.844
-0.458,-0.088,-1.051,-116.943,-5.615,327.271
-0.473,-0.004,-1.078,-100.403,-10.437,303.589
-0.479,0.055,-1.097,-81.726,-20.081,283.264
-0.523,0.109,-1.094,-62.744,-30.090,260.559
-0.609,0.166,-1.107,-41.260,-39.734,232.849
-0.726,0.125,-1.113,-18.005,-50.049,200.012
-0.818,-0.014,-1.083,4.028,-58.350,163.574
-0.931,-0.207,-0.999,20.630,-68.176,129.089
-1.118,-0.399,-0.933,19.653,-73.853,106.018
-1.363,-0.513,-0.901,1.465,-64.941,102.600
-1.511,-0.442,-0.940,-21.912,-44.617,113.953
-1.591,-0.268,-1.106,-42.236,-14.587,132.690
-1.585,-0.086,-1.319,-42.725,13.611,144.836
-1.571,-0.049,-1.460,-31.311,33.386,144.836
-1.545,-0.037,-1.540,-16.602,48.035,140.930
-1.514,-0.113,-1.675,-1.465,55.664,148.010
-1.379,-0.069,-1.908,-1.343,58.228,165.039
-1.078,0.184,-2.053,-12.146,56.885,186.035
-0.763,0.560,-1.963,-6.775,40.955,208.069
-0.712,0.802,-1.730,35.645,9.705,229.736
-0.735,0.913,-1.407,100.403,-22.827,242.126
-0.751,0.938,-1.113,155.701,-46.875,243.225
-0.711,0.956,-0.803,184.387,-60.120,233.337
-0.685,1.005,-0.562,171.936,-60.547,212.463
-0.641,1.073,-0.482,119.202,-45.837,179.626
-0.573,1.173,-0.575,47.241,-23.376,137.207
-0.513,1.217,-0.780,-17.212,-5.127,88.257
-0.382,1.094,-0.974,-56.824,2.625,32.349
-0.250,0.808,-1.106,-72.327,3.052,-19.226
-0.124,0.483,-1.177,-73.425,0.061,-54.504
-0.024,0.197,-1.206,-66.467,-4.883,-68.542
0.057,-0.041,-1.183,-53.528,-10.437,-63.843
0.122,-0.161,-1.156,-38.696,-13.611,-46.021
0.144,-0.162,-1.104,-25.208,-13.123,-20.447
0.117,-0.091,-1.041,-11.597,-12.573,5.615
0.076,0.028,-0.980,-1.587,-10.437,25.574
0.016,0.158,-0.932,6.165,-6.897,38.452
-0.041,0.279,-0.920,12.878,-1.953,43.579
-0.072,0.366,-0.939,16.602,4.333,39.673
-0.057,0.395,-0.960,17.944,9.888,28.198
-0.028,0.366,-0.974,18.616,11.902,13.367
-0.009,0.296,-0.973,18.250,10.986,0.122
0.010,0.217,-0.971,15.381,9.827,-9.644
0.048,0.148,-0.962,10.010,9.521,-15.381
0.067,0.111,-0.974,4.211,8.789,-16.357
0.080,0.093,-0.989,-0.732,8.057,-13.916
0.084,0.098,-0.996,-4.150,6.653,-9.827
0.078,0.121,-0.985,-5.554,4.395,-5.432
0.056,0.140,-0.969,-3.601,2.258,-2.502
0.048,0.149,-0.946,0.427,1.038,-1.709
0.049,0.138,-0.926,4.028,1.404,-1.892
0.044,0.128,-0.924,5.310,2.563,-2.930
0.045,0.119,-0.934,3.479,4.578,-4.822
0.060,0.114,-0.942,-0.244,6.714,-6.836
0.066,0.116,-0.959,-5.737,7.629,-8.545
0.071,0.117,-0.979,-11.230,7.812,-9.644
0.090,0.105,-0.996,-14.343,7.080,-9.827
0.104,0.083,-1.002,-15.076,5.310,-8.606
0.097,0.073,-1.008,-14.160,3.845,-6.042
0.093,0.078,-1.019,-12.939,3.052,-2.563
0.093,0.094,-1.023,-11.414,2.258,0.000
0.078,0.133,-1.034,-9.094,1.282,1.953
0.067,0.161,-1.023,-6.042,1.099,2.319
0.058,0.184,-1.021,-1.892,1.526,1.587
0.054,0.181,-1.010,3.052,3.357,0.977
0.057,0.166,-1.007,7.568,5.493,0.549
0.053,0.148,-1.005,9.949,7.568,0.000
0.055,0.131,-1.009,9.155,8.972,-0.610
0.071,0.118,-1.025,5.859,9.277,-1.160
0.083,0.113,-1.041,1.526,8.057,-0.916
0.080,0.120,-1.048,-2.380,5.432,-0.061
0.069,0.135,-1.054,-4.761,3.296,0.427
0.068,0.143,-1.054,-4.517,2.075,0.793
0.062,0.147,-1.049,-2.747,1.892,1.160
0.053,0.156,-1.053,-1.221,2.563,1.282
0.056,0.156,-1.060,0.305,3.418,0.916
0.062,0.158,-1.058,1.221,3.540,0.122
0.060,0.158,-1.051,1.587,2.808,-0.549
0.058,0.153,-1.039,2.197,1.709,-1.221
0.058,0.140,-1.037,3.113,1.221,-1.648
0.069,0.123,-1.031,3.540,1.465,-1.953
0.076,0.106,-1.024,2.930,1.221,-2.197
0.078,0.098,-1.021,0.793,0.916,-1.953
0.074,0.105,-1.023,-2.075,0.488,-1.709
0.068,0.123,-1.031,-4.395,0.183,-1.282
0.064,0.143,-1.033,-5.066,0.061,-0.793
0.059,0.153,-1.019,-3.296,-0.122,-0.610
0.050,0.160,-1.009,-0.793,-0.122,-0.244
0.051,0.157,-1.007,2.380,0.977,0.000
0.059,0.133,-1.004,5.066,1.831,-1.099
0.065,0.099,-1.008,6.897,2.380,-2.258
0.081,0.074,-1.011,6.348,2.869,-2.991
0.089,0.069,-1.015,3.113,2.991,-2.747
0.085,0.083,-1.016,-1.160,2.258,-2.014
0.077,0.106,-1.015,-4.211,1.465,-1.465
0.072,0.128,-1.013,-5.371,1.709,-0.610
0.068,0.150,-1.019,-4.944,2.563,0.305
0.067,0.164,-1.023,-3.357,3.784,0.610
0.071,0.166,-1.023,-1.587,4.150,-0.122

0.257,-0.881,-1.860,-238.953,-93.567,248.596
0.166,-1.001,-1.971,-269.775,-113.770,288.391
0.043,-1.200,-2.026,-282.532,-127.136,326.355
-0.020,-1.172,-2.030,-279.846,-131.409,359.070
-0.061,-1.289,-1.979,-258.667,-128.845,390.686
-0.094,-1.385,-1.921,-224.792,-125.977,417.725
-0.125,-1.504,-1.849,-189.514,-120.422,441.711
-0.191,-1.569,-1.747,-160.095,-116.516,464.233
-0.319,-1.527,-1.609,-141.174,-115.601,483.032
-0.418,-1.425,-1.483,-135.376,-115.906,494.568
-0.468,-1.265,-1.409,-138.733,-116.455,497.375
-0.456,-1.031,-1.356,-142.273,-115.540,493.042
-0.401,-0.767,-1.298,-140.564,-112.793,482.361
-0.338,-0.562,-1.284,-131.348,-112.732,467.651
-0.294,-0.451,-1.279,-117.981,-117.126,449.402
-0.354,-0.381,-1.283,-102.783,-127.625,429.871
-0.461,-0.274,-1.211,-85.815,-140.320,405.579
-0.551,-0.115,-1.125,-71.350,-148.743,377.563
-0.777,0.020,-1.046,-54.443,-152.344,352.661
-1.065,0.195,-0.988,-31.433,-148.499,332.886
-1.277,0.395,-0.926,-7.080,-133.911,313.904
-1.375,0.556,-0.947,16.235,-110.046,288.330
-1.268,0.551,-0.994,37.476,-83.313,255.066
-1.095,0.383,-0.995,51.758,-65.796,218.750
-1.002,0.166,-1.020,54.932,-68.054,187.744
-1.032,-0.003,-1.090,44.189,-87.341,167.114
-1.121,-0.060,-1.139,17.822,-111.816,156.738
-1.344,-0.061,-1.107,-15.747,-135.193,154.602
-1.632,0.068,-1.034,-52.368,-143.433,157.227
-1.851,0.219,-0.954,-86.914,-126.282,161.499
-1.950,0.389,-0.985,-112.305,-85.815,160.217
-1.900,0.547,-1.132,-122.925,-30.579,154.236
-1.754,0.652,-1.359,-115.051,20.569,145.447
-1.507,0.746,-1.556,-89.539,54.260,139.221
-1.175,0.723,-1.709,-53.955,69.946,136.353
-0.884,0.733,-1.820,-17.090,64.758,138.855
-0.655,0.763,-1.832,21.423,39.124,150.757
-0.533,0.800,-1.670,61.951,2.563,165.405
-0.556,0.810,-1.379,102.356,-34.973,173.157
-0.632,0.788,-1.086,138.733,-66.650,171.204
-0.671,0.727,-0.802,164.185,-86.121,163.208
-0.672,0.664,-0.520,173.340,-91.858,151.245
-0.661,0.612,-0.309,160.828,-82.031,135.010
-0.624,0.573,-0.221,127.625,-60.364,115.540
-0.545,0.603,-0.288,78.369,-35.400,94.360
-0.436,0.670,-0.474,21.667,-13.428,71.533
-0.304,0.729,-0.684,-26.306,-0.671,45.837
-0.205,0.731,-0.862,-58.044,0.610,19.348
-0.154,0.631,-0.988,-73.669,-3.906,-5.005
-0.092,0.471,-1.071,-77.942,-9.155,-23.437
-0.006,0.311,-1.123,-76.294,-12.268,-31.067
0.058,0.201,-1.128,-70.740,-13.733,-26.855
0.076,0.140,-1.102,-61.401,-15.381,-15.381
0.048,0.136,-1.067,-49.927,-16.602,-2.014
0.013,0.164,-1.029,-38.818,-15.564,9.399
0.005,0.229,-0.999,-29.541,-13.123,19.104
-0.027,0.333,-1.002,-23.987,-9.338,25.452
-0.048,0.425,-1.019,-19.165,-5.737,27.161
-0.044,0.478,-1.015,-13.672,-3.967,23.865
-0.049,0.492,-1.010,-7.446,-4.272,18.127
-0.053,0.468,-0.993,-0.671,-4.822,11.230
-0.052,0.417,-0.983,4.211,-3.967,4.211
-0.030,0.358,-0.980,5.310,-2.075,-1.221
-0.002,0.304,-0.984,4.089,-0.916,-4.944
0.017,0.270,-0.981,0.549,-0.854,-5.920
0.025,0.255,-0.976,-3.906,-1.404,-5.737
0.027,0.250,-0.964,-7.202,-2.441,-6.042
0.029,0.255,-0.959,-8.484,-3.174,-6.531
0.034,0.249,-0.968,-8.911,-2.502,-7.202
0.040,0.240,-0.971,-7.996,-1.099,-8.240
0.042,0.237,-0.984,-6.592,0.000,-8.545
0.035,0.247,-0.998,-5.737,0.793,-8.057
0.031,0.241,-1.002,-4.272,1.160,-8.667
0.033,0.218,-0.992,-1.587,0.549,-10.193
0.034,0.181,-0.971,0.488,-0.366,-11.108
0.052,0.137,-0.963,2.014,-0.549,-10.559
0.059,0.108,-0.960,1.831,0.061,-8.423
0.072,0.115,-0.968,-0.671,1.526,-4.639
0.078,0.144,-0.977,-4.028,2.563,-1.038
0.054,0.185,-0.991,-6.287,3.235,2.014
0.036,0.227,-1.003,-7.080,3.662,3.845
0.028,0.267,-1.012,-6.653,4.395,4.089
0.022,0.286,-1.015,-4.395,4.578,3.113
0.018,0.283,-1.020,-0.305,4.333,0.977
0.023,0.265,-1.024,3.601,4.395,-0.854
0.036,0.236,-1.016,6.653,4.517,-2.136
0.043,0.199,-1.003,8.667,4.211,-3.296
0.044,0.173,-0.996,8.362,3.784,-3.662
0.053,0.165,-0.995,4.822,3.845,-2.625
0.058,0.171,-0.999,0.732,3.296,-1.404
0.060,0.192,-1.000,-3.235,1.953,0.000
0.048,0.217,-0.999,-6.226,0.610,1.587
0.036,0.242,-0.998,-6.958,-0.122,2.380
0.033,0.258,-1.009,-5.432,0.000,2.197
0.036,0.258,-1.015,-2.808,0.366,1.160
0.041,0.254,-1.023,0.366,0.366,-0.305
0.047,0.244,-1.025,2.563,0.366,-1.465
0.049,0.227,-1.019,4.517,-0.305,-2.014
0.051,0.216,-1.008,5.066,-1.038,-2.319
0.055,0.200,-0.998,4.639,-1.648,-2.319
0.054,0.195,-0.984,3.174,-2.319,-2.075
0.047,0.192,-0.985,1.465,-2.258,-1.587
0.056,0.190,-0.984,-0.732,-1.709,-1.099
0.059,0.182,-0.984,-2.502,-1.282,-1.038
0.057,0.183,-0.987,-4.517,-1.282,-0.916
0.052,0.201,-0.998,-6.104,-1.282,-0.549
0.054,0.226,-1.013,-6.714,-1.038,-0.549
0.057,0.241,-1.020,-5.554,-0.610,-0.977
0.058,0.239,-1.017,-3.235,-0.793,-1.587
0.060,0.225,-1.013,-0.854,-0.916,-1.770
0.063,0.209,-1.017,1.221,-0.854,-1.831
0.075,0.188,-1.009,2.747,-0.671,-1.709
0.080,0.169,-1.001,3.174,-0.732,-0.977
0.073,0.167,-0.998,2.441,-0.916,0.671
0.064,0.185,-0.995,0.610,-0.671,2.747
0.056,0.217,-0.996,-1.709,-0.244,4.211
0.048,0.247,-0.998,-2.930,0.061,4.456
0.047,0.262,-1.000,-2.991,0.305,3.662
0.041,0.271,-1.004,-2.563,0.488,2.197

0.548,-1.048,-1.539,-268.250,-73.364,232.239
0.371,-1.243,-1.719,-329.468,-106.140,285.034
0.205,-1.340,-1.936,-383.911,-132.202,327.148
0.057,-1.341,-2.108,-414.124,-145.813,361.389
0.000,-1.248,-2.030,-403.870,-147.400,388.733
-0.047,-1.113,-1.946,-359.680,-137.329,410.461
-0.136,-1.088,-1.699,-293.884,-119.446,429.871
-0.235,-1.092,-1.457,-229.675,-98.999,447.754
-0.322,-1.119,-1.259,-182.495,-77.209,464.233
-0.379,-1.103,-1.137,-159.729,-57.556,475.342
-0.381,-1.003,-1.072,-159.302,-37.903,476.501
-0.391,-0.778,-1.075,-167.175,-19.348,472.229
-0.363,-0.595,-1.095,-171.509,-5.005,462.219
-0.291,-0.318,-1.180,-162.659,1.343,445.374
-0.348,-0.173,-1.236,-142.151,-1.221,425.354
-0.438,-0.036,-1.280,-125.000,-8.240,407.043
-0.484,0.131,-1.365,-114.380,-23.804,387.146
-0.480,0.274,-1.448,-113.525,-43.823,359.375
-0.441,0.404,-1.503,-111.389,-61.218,324.280
-0.341,0.475,-1.521,-94.788,-72.449,289.307
-0.236,0.485,-1.505,-62.256,-78.064,260.376
-0.165,0.406,-1.417,-20.935,-79.956,239.502
-0.089,0.313,-1.307,17.822,-81.482,225.708
-0.035,0.167,-1.215,47.119,-87.463,215.820
-0.038,0.024,-1.105,64.575,-97.229,203.796
-0.065,-0.048,-0.987,68.359,-105.652,191.895
-0.072,-0.114,-0.897,61.279,-112.671,182.251
-0.074,-0.136,-0.852,48.157,-116.638,173.523
-0.072,-0.196,-0.798,33.203,-119.019,167.908
-0.118,-0.225,-0.755,15.930,-118.225,163.879
-0.215,-0.131,-0.729,-1.892,-112.854,160.400
-0.330,0.003,-0.733,-20.264,-102.173,156.006
-0.371,0.211,-0.838,-34.241,-88.318,148.437
-0.321,0.381,-0.961,-32.959,-76.782,135.193
-0.246,0.370,-1.010,-12.878,-70.557,119.446
-0.149,0.235,-0.965,19.592,-72.876,105.957
-0.141,-0.102,-0.887,50.049,-84.473,100.037
-0.236,-0.408,-0.750,58.960,-100.403,102.112
-0.318,-0.558,-0.619,30.273,-105.530,105.652
-0.487,-0.471,-0.623,-23.499,-97.778,103.394
-0.726,-0.393,-0.640,-73.181,-84.534,95.093
-0.992,-0.262,-0.740,-108.154,-62.622,88.684
-1.142,-0.103,-0.917,-130.798,-29.236,83.496
-1.155,-0.026,-1.117,-137.207,11.414,79.407
-1.090,0.030,-1.362,-123.108,51.147,81.055
-0.995,0.035,-1.628,-94.055,80.444,87.769
-0.817,0.065,-1.943,-64.697,95.886,96.436
-0.573,0.130,-2.151,-38.452,90.393,108.521
-0.344,0.244,-2.143,-13.184,67.810,127.686
-0.246,0.435,-1.878,15.381,36.804,159.668
-0.317,0.660,-1.514,51.819,6.470,195.374
-0.411,0.936,-1.202,87.891,-15.015,216.797
-0.518,1.134,-0.866,113.892,-27.039,216.980
-0.578,1.276,-0.605,115.051,-21.362,195.312
-0.510,1.357,-0.557,84.839,0.000,153.870
-0.433,1.343,-0.746,37.964,20.630,98.755
-0.295,1.196,-0.972,-5.737,29.114,36.133
-0.139,0.915,-1.127,-36.255,23.560,-21.973
-0.010,0.536,-1.199,-53.772,8.789,-64.941
0.109,0.199,-1.190,-60.669,-6.592,-87.708
0.187,-0.084,-1.100,-57.556,-20.325,-87.402
0.229,-0.256,-0.985,-47.119,-27.954,-68.909
0.229,-0.281,-0.885,-35.339,-26.062,-40.161
0.192,-0.198,-0.823,-23.743,-17.029,-10.681
0.150,-0.056,-0.824,-14.038,-3.967,11.414
0.119,0.091,-0.872,-6.470,9.827,25.696
0.110,0.210,-0.926,-0.793,21.301,31.799
0.101,0.269,-0.982,4.211,27.405,30.212
0.121,0.272,-1.026,8.850,27.954,23.193
0.149,0.238,-1.060,10.986,24.109,13.977
0.167,0.189,-1.061,9.705,17.700,5.981
0.176,0.139,-1.046,6.836,10.010,0.610
0.172,0.113,-1.031,2.380,3.845,-1.160
0.157,0.108,-1.016,-1.343,0.427,-1.282
0.151,0.114,-0.998,-2.930,-0.732,-0.549
0.144,0.127,-0.978,-3.296,-0.610,0.977
0.135,0.148,-0.969,-3.723,0.610,2.808
0.130,0.164,-0.958,-3.235,2.258,3.174
0.127,0.164,-0.954,-2.380,3.296,2.319
0.121,0.161,-0.972,-3.174,4.639,0.916
0.139,0.161,-0.992,-5.615,6.409,-0.488
0.152,0.151,-1.028,-8.606,6.836,-1.587
0.173,0.126,-1.073,-12.756,5.859,-2.197
0.187,0.110,-1.085,-16.663,2.014,-2.563
0.169,0.097,-1.074,-18.616,-2.869,-2.136
0.167,0.144,-1.053,-19.531,-5.676,-2.014
0.147,0.156,-1.015,-16.846,-6.470,-0.732
0.135,0.167,-0.999,-8.911,-6.592,1.221
0.127,0.173,-0.973,-1.465,-3.906,3.235
0.123,0.175,-0.964,4.211,0.061,4.517
0.123,0.176,-0.969,8.179,4.150,5.066
0.127,0.192,-0.980,10.132,7.568,4.944
0.130,0.205,-0.996,10.681,10.010,4.517
0.133,0.214,-1.013,10.986,10.986,3.479
0.136,0.206,-1.025,12.024,11.047,1.831
0.149,0.178,-1.018,13.733,9.949,-0.122
0.153,0.149,-1.011,14.160,7.690,-1.465
0.158,0.125,-1.005,12.878,6.409,-2.258
0.162,0.118,-0.995,10.620,5.188,-2.502
0.158,0.124,-0.993,6.775,4.395,-1.953
0.151,0.141,-0.996,3.418,4.028,-1.404
0.150,0.153,-0.999,1.221,3.479,-0.916
0.147,0.163,-0.994,-0.061,2.747,-0.610
0.141,0.180,-1.002,-0.183,1.831,-0.488
0.148,0.184,-1.002,0.977,1.160,-0.732
0.151,0.171,-1.001,3.418,0.488,-1.648
0.153,0.158,-1.001,5.066,0.549,-2.014
0.151,0.158,-0.998,5.249,0.793,-1.831
0.140,0.177,-1.000,3.967,1.404,-1.648
0.134,0.196,-0.995,3.296,2.258,-1.770
0.135,0.204,-0.989,3.357,2.808,-2.502
0.135,0.190,-0.993,3.418,2.991,-3.906
0.143,0.179,-0.996,3.235,2.441,-5.005
0.149,0.170,-0.992,2.686,1.526,-5.798
0.152,0.157,-0.997,2.563,0.488,-6.714
0.160,0.152,-0.996,2.563,0.427,-7.385
0.156,0.155,-1.002,2.380,0.732,-7.324
0.152,0.173,-1.006,1.892,1.343,-7.202
0.147,0.187,-1.005,2.808,2.014,-7.080

-1.486,-1.032,-0.765,-17.395,-4.700,92.896
-1.620,-0.983,-1.044,-60.364,44.006,93.445
-1.582,-0.659,-1.505,-110.352,92.834,98.083
-1.395,-0.137,-1.986,-136.597,121.582,103.638
-1.131,0.307,-2.266,-117.004,126.404,108.521
-0.799,0.771,-2.347,-52.429,117.188,123.535
-0.585,1.026,-2.230,50.842,98.145,160.828
-0.396,1.206,-1.942,164.978,73.303,211.975
-0.374,1.411,-1.602,238.037,34.180,245.544
-0.503,1.681,-1.269,246.582,-10.315,240.356
-0.616,1.936,-1.125,195.862,-30.212,196.411
-0.560,1.810,-1.001,124.756,-34.241,108.826
-0.464,1.300,-0.818,65.186,-38.635,-5.676
-0.386,0.641,-0.762,18.677,-42.786,-101.929
-0.232,0.013,-0.806,-19.470,-41.809,-150.635
-0.029,-0.430,-0.897,-50.049,-38.025,-152.832
0.186,-0.620,-0.974,-70.374,-33.997,-123.596
0.310,-0.585,-0.994,-74.341,-31.006,-79.651
0.279,-0.444,-0.941,-59.204,-28.320,-33.630
0.183,-0.241,-0.881,-33.142,-21.790,3.235
0.103,-0.026,-0.839,-6.042,-9.094,30.029
0.047,0.142,-0.846,18.799,7.019,46.082
0.034,0.252,-0.913,37.537,22.278,49.316
0.061,0.307,-1.003,44.189,31.067,41.748
0.091,0.315,-1.063,40.100,33.691,28.259
0.099,0.281,-1.096,31.128,30.090,13.489
0.107,0.230,-1.105,20.081,23.743,0.427
0.110,0.175,-1.112,10.010,17.212,-8.545
0.119,0.124,-1.118,3.906,12.024,-12.817
0.139,0.081,-1.099,1.709,7.568,-12.817
0.141,0.058,-1.062,2.625,3.601,-8.972
0.131,0.048,-1.014,4.639,1.404,-2.991
0.109,0.064,-0.974,5.798,1.526,1.892
0.097,0.079,-0.943,5.737,3.845,5.127
0.088,0.092,-0.925,4.578,6.714,6.226
0.069,0.111,-0.935,0.854,10.254,6.042
0.082,0.134,-0.990,-4.089,14.160,3.723
0.108,0.138,-1.022,-8.789,15.503,-0.061
0.121,0.130,-1.063,-13.733,14.282,-3.967
0.135,0.113,-1.097,-17.578,11.475,-7.446
0.151,0.101,-1.121,-20.386,8.240,-8.850
0.154,0.099,-1.129,-20.569,4.395,-8.240
0.151,0.089,-1.111,-17.212,1.282,-5.859
0.139,0.090,-1.090,-11.597,-0.549,-2.380
0.125,0.103,-1.076,-5.737,-0.488,1.282
0.114,0.122,-1.054,0.122,0.549,4.822
0.104,0.125,-1.027,5.859,1.709,6.592
0.091,0.122,-0.999,9.399,2.502,6.714
0.077,0.132,-0.994,9.277,3.723,5.737
0.079,0.141,-0.997,7.080,4.822,3.601
0.090,0.141,-1.001,4.761,4.883,0.671
0.091,0.135,-1.008,1.831,4.517,-1.709
0.098,0.131,-1.015,-1.587,4.028,-3.662
0.103,0.134,-1.027,-4.028,3.479,-4.822
0.106,0.134,-1.035,-4.578,2.869,-5.371
0.105,0.129,-1.033,-2.991,2.686,-5.676
0.110,0.118,-1.027,-0.366,2.319,-5.615
0.106,0.107,-1.020,2.136,2.380,-5.310
0.102,0.110,-1.012,3.662,2.808,-5.493
0.099,0.113,-1.005,4.517,3.174,-5.859
0.100,0.117,-1.006,5.371,3.601,-5.981
0.100,0.131,-1.012,6.409,4.028,-5.432
0.104,0.143,-1.021,8.789,4.028,-5.188
0.102,0.152,-1.020,12.634,3.662,-5.188
0.101,0.151,-1.025,16.663,3.723,-5.371
0.106,0.148,-1.017,19.714,4.150,-5.737
0.104,0.141,-1.014,20.996,4.211,-6.409
0.096,0.144,-1.012,20.386,3.967,-7.507
0.092,0.154,-1.008,18.738,3.906,-9.094
0.090,0.161,-1.004,16.846,4.089,-10.559
0.083,0.177,-1.007,15.503,3.845,-12.085
0.074,0.191,-1.008,15.625,3.357,-13.489
0.081,0.198,-1.000,17.334,3.113,-14.587
0.078,0.197,-0.987,20.142,3.357,-15.564
0.068,0.198,-0.985,22.034,4.150,-16.418
0.061,0.203,-0.981,23.315,6.042,-17.700
0.060,0.209,-0.977,24.292,8.606,-19.287
0.059,0.219,-0.982,24.597,10.620,-21.606
0.060,0.230,-0.991,24.841,12.207,-24.414
0.067,0.231,-0.992,25.940,13.062,-27.100
0.072,0.218,-1.002,27.649,12.817,-28.625
0.088,0.200,-1.000,29.419,11.414,-28.870
0.078,0.194,-0.997,30.396,8.789,-27.710
0.079,0.196,-0.985,30.579,6.226,-26.611
0.070,0.199,-0.974,30.334,5.249,-26.123
0.058,0.202,-0.960,28.870,5.676,-26.611
0.049,0.216,-0.957,26.855,7.080,-27.039
0.042,0.236,-0.955,25.208,9.338,-27.832
0.034,0.263,-0.963,24.475,11.414,-28.870
0.025,0.289,-0.959,25.635,12.817,-30.273
0.025,0.305,-0.965,27.588,14.099,-31.921
0.022,0.313,-0.974,30.640,14.893,-33.508
0.020,0.318,-0.976,33.752,15.686,-34.729
0.012,0.320,-0.981,36.621,16.541,-35.767
0.000,0.327,-0.984,38.513,17.639,-37.476
-0.010,0.338,-0.985,40.222,19.287,-39.551
-0.017,0.351,-0.993,41.992,21.179,-42.236
-0.020,0.364,-0.994,44.495,22.461,-45.044
-0.012,0.375,-0.986,48.340,23.132,-47.363
0.001,0.373,-0.970,52.490,23.499,-49.072
-0.006,0.360,-0.946,56.458,23.804,-50.232
-0.022,0.352,-0.933,58.167,24.719,-50.171
-0.025,0.351,-0.927,56.641,26.245,-49.622
-0.041,0.356,-0.934,52.734,28.015,-49.622
-0.052,0.382,-0.945,46.387,29.846,-51.331
-0.066,0.406,-0.963,40.283,30.640,-53.528
-0.070,0.436,-0.977,35.522,29.236,-56.763
-0.065,0.467,-0.990,33.630,26.611,-60.608
-0.043,0.488,-1.001,35.034,23.254,-65.369
-0.022,0.490,-0.982,39.795,19.043,-69.458
-0.018,0.468,-0.949,48.279,15.259,-71.716
-0.023,0.437,-0.928,56.885,14.404,-71.472
-0.033,0.427,-0.918,61.890,17.395,-69.214
-0.030,0.421,-0.926,64.575,21.851,-65.979
-0.023,0.426,-0.935,64.758,26.672,-63.782
-0.033,0.430,-0.959,62.744,30.457,-63.599
-0.033,0.442,-0.976,58.899,32.471,-65.063
-0.009,0.458,-0.994,55.664,32.837,-66.895
0.030,0.482,-1.000,54.749,31.128,-69.214

-1.223,-0.685,-0.993,14.160,-71.899,146.729
-1.219,-0.632,-1.158,-29.114,-62.683,145.386
-1.121,-0.544,-1.371,-72.876,-61.890,136.902
-1.103,-0.409,-1.484,-105.530,-66.589,127.014
