aX,aY,aZ,gX,gY,gZ
0.782,0.382,0.381,-46.631,-9.521,3.967
0.782,0.277,0.374,-30.823,-5.859,1.038
0.783,0.193,0.359,-23.132,-2.319,-0.549
0.778,0.134,0.337,-23.193,1.343,-1.526
0.777,0.091,0.322,-26.428,4.761,-2.502
0.791,0.041,0.305,-29.358,7.629,-3.540
0.795,0.000,0.297,-32.043,10.376,-4.211
0.816,-0.035,0.288,-34.424,13.550,-3.479
0.854,-0.052,0.274,-35.645,16.846,-1.221
0.880,-0.021,0.248,-36.011,19.470,2.563
0.887,0.030,0.222,-34.058,20.508,8.057
0.899,0.082,0.223,-30.029,20.691,13.489
0.911,0.146,0.196,-27.222,21.423,17.273
0.933,0.200,0.156,-24.841,20.752,18.494
0.954,0.234,0.131,-21.179,18.250,17.517
0.957,0.247,0.103,-17.029,14.343,14.954
0.957,0.240,0.094,-10.803,9.521,11.414
0.961,0.206,0.096,-3.296,5.676,8.057
0.969,0.148,0.099,2.869,2.930,5.310
0.973,0.089,0.117,5.981,0.549,4.028
0.984,0.060,0.133,4.395,-0.916,4.822
0.989,0.063,0.147,-0.671,-1.343,6.653
0.991,0.088,0.160,-5.432,-1.282,8.545
0.993,0.127,0.163,-8.423,-0.977,10.559
0.990,0.172,0.157,-9.766,-0.854,12.024
0.982,0.204,0.157,-9.033,-1.404,11.841
0.974,0.224,0.161,-7.751,-1.953,10.376
0.966,0.222,0.171,-6.958,-2.563,8.057
0.958,0.210,0.189,-6.592,-2.930,5.798
0.962,0.191,0.197,-7.263,-2.625,4.028
0.969,0.178,0.208,-8.850,-2.197,3.174
0.965,0.176,0.218,-11.047,-1.709,3.235
0.965,0.187,0.227,-12.634,-1.282,3.967
0.956,0.202,0.228,-12.695,-0.732,5.127
0.939,0.213,0.236,-10.620,0.000,5.859
0.924,0.217,0.241,-7.996,1.770,5.432
0.915,0.209,0.237,-6.775,3.967,3.784
0.912,0.184,0.236,-7.080,6.348,1.038
0.920,0.162,0.230,-9.766,8.850,-1.038
0.929,0.151,0.209,-12.573,10.620,-1.709
0.937,0.138,0.202,-12.695,10.681,-1.648
0.938,0.123,0.201,-11.169,9.888,-1.282
0.938,0.114,0.202,-10.010,9.094,-0.244
0.933,0.118,0.199,-8.667,8.545,1.831
0.928,0.128,0.192,-7.019,8.057,3.784
0.922,0.134,0.190,-4.700,7.263,5.188
0.920,0.132,0.191,-2.686,7.019,5.981
0.920,0.129,0.194,-1.587,7.263,6.104
0.927,0.126,0.200,-1.831,7.751,5.676
0.932,0.127,0.205,-3.052,8.545,5.554
0.942,0.147,0.192,-5.005,9.460,5.798
0.952,0.172,0.182,-5.981,9.521,6.226
0.953,0.186,0.174,-5.859,8.911,5.981
0.951,0.187,0.167,-5.310,7.690,5.493
0.946,0.181,0.166,-4.517,6.165,5.493
0.938,0.175,0.171,-3.296,5.005,5.920
0.929,0.172,0.180,-2.747,4.211,6.470
0.929,0.164,0.184,-2.258,4.150,6.958

1.988,0.827,-0.368,-23.804,-20.081,-20.813
2.223,1.098,-0.461,-7.507,-32.715,-30.762
2.559,1.410,-0.500,28.198,-53.345,-44.128
2.638,1.492,-0.460,84.167,-89.294,-63.721
2.519,1.301,-0.246,139.526,-121.460,-90.698
2.360,0.978,0.066,161.743,-132.019,-117.126
2.230,0.751,0.372,132.751,-113.647,-134.583
2.081,0.723,0.583,62.866,-71.167,-144.226
1.860,0.769,0.618,-19.897,-17.273,-152.710
1.711,0.856,0.541,-90.027,33.508,-164.185
1.661,0.863,0.431,-127.808,68.359,-178.772
1.572,0.747,0.341,-131.042,79.773,-191.467
1.442,0.495,0.315,-107.239,76.355,-197.754
1.273,0.164,0.311,-67.444,65.979,-196.289
1.140,-0.156,0.288,-28.687,62.195,-187.927
1.085,-0.409,0.213,-0.610,58.472,-172.058
1.041,-0.591,0.139,15.869,52.185,-150.330
0.972,-0.708,0.075,21.851,51.147,-130.798
0.928,-0.810,-0.005,18.738,61.584,-119.385
0.923,-0.902,-0.128,13.123,73.181,-112.854
0.940,-1.023,-0.236,7.141,80.994,-106.201
0.947,-1.103,-0.344,-2.808,81.421,-99.182
0.919,-1.148,-0.429,-12.939,72.693,-89.539
0.862,-1.173,-0.424,-18.127,55.481,-75.500
0.787,-1.154,-0.379,-20.569,35.034,-58.228
0.730,-1.101,-0.271,-24.658,18.372,-39.856
0.666,-1.011,-0.201,-31.982,10.498,-23.499
0.599,-0.925,-0.138,-38.635,9.033,-8.118
0.553,-0.834,-0.106,-44.861,12.451,7.446
0.480,-0.724,-0.084,-49.316,16.113,24.780
0.411,-0.583,-0.055,-50.293,18.066,42.053
0.365,-0.417,-0.056,-44.434,20.508,58.289
0.327,-0.250,-0.056,-29.114,18.616,72.083
0.307,-0.134,-0.064,-10.986,12.573,78.003
0.343,-0.044,-0.093,4.272,1.709,74.768
0.335,-0.003,-0.065,15.442,-13.367,65.674
0.310,-0.000,-0.008,19.714,-28.137,54.871
0.302,0.013,0.061,17.029,-37.720,47.302
0.298,0.025,0.095,7.690,-39.795,44.495
0.309,0.076,0.115,-3.296,-33.936,46.143
0.320,0.122,0.089,-11.353,-23.193,49.500
0.347,0.134,0.075,-12.756,-12.390,53.711
0.401,0.108,0.058,-9.033,-4.700,59.082
0.387,0.131,0.029,-6.897,-2.258,63.110
0.413,0.184,-0.090,-8.850,-6.042,60.059
0.472,0.157,-0.192,-15.442,-16.724,44.739
0.497,0.068,-0.246,-28.320,-32.227,23.193
0.600,0.016,-0.123,-47.913,-48.218,4.944
0.490,-0.040,-0.157,-73.364,-71.228,-2.136
0.430,-0.104,-0.147,-91.309,-85.449,-4.272
0.465,-0.080,-0.064,-100.281,-68.848,-5.432
0.480,-0.053,0.010,-102.478,-58.655,-0.122
0.469,-0.023,0.050,-95.581,-60.181,12.085
0.459,0.028,0.107,-81.421,-65.002,28.992
0.464,0.081,0.157,-63.232,-67.444,46.021
0.462,0.142,0.180,-44.617,-65.430,56.702
0.479,0.152,0.195,-32.349,-60.181,58.350
0.523,0.096,0.234,-32.959,-55.054,53.894
0.575,0.115,0.289,-49.866,-51.331,46.753
0.600,0.244,0.308,-75.073,-47.424,41.077
0.648,0.417,0.325,-91.614,-40.527,38.940
0.723,0.539,0.300,-91.614,-30.701,37.354
0.773,0.594,0.266,-77.820,-21.484,34.058
0.800,0.544,0.220,-56.091,-14.587,28.259
0.826,0.410,0.174,-34.241,-9.583,22.095
0.848,0.236,0.166,-20.752,-7.385,16.235
0.868,0.102,0.167,-20.874,-6.775,11.414
0.864,0.058,0.182,-30.823,-7.080,8.972
0.855,0.089,0.201,-44.067,-6.836,8.911
0.848,0.140,0.208,-51.758,-5.066,10.681
0.840,0.188,0.208,-50.964,-2.197,14.099
0.821,0.225,0.206,-43.640,0.305,16.785
0.817,0.242,0.197,-32.043,4.761,16.479
0.830,0.198,0.182,-17.883,9.766,12.695
0.850,0.112,0.173,-6.226,14.282,8.606
0.870,0.031,0.149,-1.709,18.372,6.653
0.896,0.001,0.125,-4.517,21.790,7.507
0.906,0.015,0.100,-10.803,24.170,9.399
0.911,0.044,0.080,-15.869,25.024,10.620
0.923,0.070,0.073,-18.738,24.170,11.108
0.933,0.108,0.046,-21.301,22.522,10.925
0.955,0.130,0.040,-20.935,19.104,10.620
0.961,0.155,0.048,-17.517,15.686,10.193
0.950,0.178,0.061,-11.047,13.062,9.216
0.956,0.172,0.077,-2.075,12.451,7.263
0.966,0.140,0.079,6.592,13.916,5.310
0.972,0.099,0.075,11.719,16.174,4.517
0.981,0.067,0.072,11.353,17.700,4.578
0.980,0.078,0.073,5.554,18.066,4.944
0.974,0.117,0.067,-1.526,18.188,5.066
0.977,0.150,0.049,-5.493,18.250,4.395
0.990,0.148,0.044,-5.127,17.456,3.174
1.000,0.134,0.052,-3.296,16.296,1.465
0.995,0.118,0.053,-0.977,15.198,-0.061
0.998,0.089,0.062,2.441,14.771,-0.061
0.996,0.071,0.073,5.066,15.381,0.610
0.987,0.074,0.071,5.493,16.602,1.587
0.982,0.089,0.064,4.517,17.761,2.747
0.979,0.107,0.049,3.174,18.738,3.540
0.974,0.117,0.045,2.625,18.860,3.906
0.969,0.119,0.040,2.686,17.822,3.967
0.980,0.107,0.039,2.869,16.174,3.540
0.978,0.095,0.046,2.747,14.282,2.991
0.967,0.102,0.053,2.808,13.000,2.686
0.964,0.109,0.051,4.395,12.573,2.563
0.951,0.110,0.056,7.874,12.390,2.014
0.939,0.103,0.057,11.169,12.573,1.343
0.941,0.081,0.061,13.489,12.939,1.343
0.949,0.056,0.062,13.855,13.611,1.648
0.946,0.037,0.065,12.268,14.038,2.136
0.947,0.030,0.071,9.155,14.893,3.235
0.949,0.035,0.068,5.554,15.564,4.700
0.952,0.053,0.058,2.380,15.808,6.104
0.949,0.082,0.037,1.160,14.832,8.057
0.943,0.109,0.037,2.380,12.817,10.925
0.932,0.144,0.037,4.883,10.803,12.512
0.929,0.161,0.046,8.118,10.010,11.230
0.928,0.148,0.057,12.878,10.864,8.118
0.927,0.112,0.073,16.846,13.123,5.127

2.062,0.935,-0.028,18.250,-14.771,-21.851
2.232,1.066,0.035,48.035,-26.062,-34.363
2.390,1.072,0.139,78.186,-33.936,-49.377
2.470,0.960,0.252,94.727,-32.715,-62.012
2.457,0.865,0.366,87.219,-19.592,-71.106
2.390,0.829,0.458,53.650,2.869,-75.073
2.307,0.858,0.485,3.845,31.433,-75.928
2.245,0.920,0.470,-49.805,61.035,-80.811
2.126,0.971,0.384,-98.022,83.313,-90.332
1.997,1.036,0.324,-128.723,94.788,-105.896
1.820,0.989,0.281,-133.179,95.642,-121.521
1.655,0.846,0.203,-111.816,84.717,-132.507
1.548,0.580,0.202,-75.684,73.364,-138.123
1.425,0.313,0.170,-40.588,61.707,-137.268
1.360,0.078,0.161,-17.029,54.749,-130.859
1.288,-0.117,0.108,-5.554,52.734,-124.573
1.212,-0.275,0.048,-1.892,57.556,-124.207
1.141,-0.446,-0.036,-2.014,65.613,-128.235
1.083,-0.643,-0.115,-3.113,71.899,-133.118
1.054,-0.845,-0.195,-9.277,77.026,-135.925
1.033,-1.022,-0.279,-22.461,79.895,-132.263
1.021,-1.128,-0.366,-41.687,79.102,-119.141
1.008,-1.100,-0.433,-65.369,73.303,-96.375
0.976,-0.961,-0.472,-89.905,64.819,-70.313
0.896,-0.752,-0.512,-106.750,53.223,-48.523
0.804,-0.636,-0.536,-108.276,39.307,-33.203
0.730,-0.594,-0.545,-100.525,25.391,-23.315
0.633,-0.556,-0.563,-94.788,11.353,-16.174
0.506,-0.497,-0.527,-92.957,-4.517,-8.362
0.420,-0.422,-0.445,-92.834,-21.484,-0.854
0.319,-0.326,-0.346,-90.881,-34.180,5.432
0.227,-0.257,-0.261,-80.688,-42.786,13.550
0.202,-0.254,-0.146,-62.988,-48.706,27.100
0.122,-0.226,-0.082,-49.072,-52.612,44.495
0.067,-0.128,-0.027,-43.579,-53.650,64.392
0.006,0.001,-0.015,-41.809,-53.040,83.374
-0.103,0.233,-0.030,-39.001,-54.138,99.121
-0.198,0.505,-0.085,-39.490,-59.692,103.638
-0.197,0.633,-0.154,-44.006,-71.594,89.722
-0.155,0.616,-0.141,-50.659,-88.135,62.134
-0.162,0.535,-0.075,-63.660,-105.042,33.569
-0.165,0.471,0.018,-82.092,-118.347,14.709
-0.117,0.417,0.106,-99.182,-123.413,6.897
-0.071,0.372,0.204,-106.140,-123.535,4.883
-0.045,0.307,0.293,-102.295,-120.605,7.019
-0.045,0.194,0.384,-91.492,-117.188,13.611
-0.026,0.098,0.495,-82.214,-110.901,24.536
0.031,0.067,0.564,-83.557,-100.647,37.964
0.123,0.144,0.591,-92.834,-87.585,49.988
0.269,0.345,0.582,-103.149,-74.951,57.007
0.316,0.524,0.519,-110.229,-70.129,58.289
0.385,0.681,0.531,-110.962,-63.477,51.758
0.530,0.815,0.559,-105.469,-44.250,38.879
0.582,0.814,0.572,-87.830,-31.555,22.644
0.627,0.693,0.596,-58.044,-21.118,5.432
0.695,0.485,0.589,-25.330,-10.254,-5.920
0.747,0.296,0.555,-1.282,-1.099,-10.925
0.768,0.184,0.480,11.108,6.409,-11.902
0.771,0.105,0.405,18.005,13.000,-9.583
0.769,0.044,0.337,23.010,18.005,-6.226
0.772,-0.013,0.291,25.391,21.606,-2.930
0.790,-0.058,0.255,23.621,24.597,0.000
0.812,-0.076,0.226,17.273,26.184,3.967
0.835,-0.056,0.219,8.362,26.794,8.789
0.854,-0.002,0.219,-0.366,28.320,12.634
0.865,0.067,0.205,-5.615,31.128,14.954
0.880,0.124,0.176,-5.554,33.997,17.700
0.910,0.158,0.149,-1.770,35.461,19.775
0.929,0.184,0.116,2.441,35.828,19.836
0.949,0.194,0.088,5.554,34.790,18.494
0.979,0.183,0.065,7.324,32.898,17.212
0.998,0.183,0.037,5.371,29.846,15.808
1.007,0.201,0.025,0.854,25.330,14.038
1.025,0.213,0.030,-4.456,19.958,12.207
1.034,0.228,0.034,-7.812,14.587,10.071
1.037,0.238,0.042,-7.690,9.583,9.033
1.010,0.264,0.075,-4.028,5.249,8.362
0.998,0.290,0.097,1.892,3.052,6.714
0.991,0.281,0.102,10.925,2.197,3.723
0.974,0.226,0.128,20.935,1.892,1.953
0.966,0.177,0.135,23.743,2.136,1.648
0.958,0.147,0.142,20.752,2.380,1.770
0.953,0.129,0.151,15.076,2.319,1.526
0.959,0.115,0.161,7.874,2.502,0.671
0.956,0.120,0.158,0.854,2.991,0.122
0.962,0.128,0.152,-3.174,3.235,1.221
0.958,0.139,0.156,-3.601,2.991,3.052
0.950,0.156,0.153,-1.831,2.747,4.333
0.937,0.164,0.168,2.197,3.113,5.127
0.943,0.152,0.170,6.470,4.333,5.066
0.951,0.129,0.175,9.644,6.470,4.883
0.966,0.120,0.168,9.155,8.545,5.493
0.976,0.135,0.155,5.920,9.399,6.165
0.982,0.147,0.152,2.930,9.277,6.226
0.978,0.161,0.143,0.000,9.033,5.676
0.981,0.170,0.137,-2.563,8.179,5.493
0.977,0.168,0.134,-4.944,6.836,5.493
0.969,0.172,0.141,-6.775,5.188,5.859
0.960,0.183,0.159,-7.629,4.028,6.042
0.953,0.205,0.169,-6.714,4.272,5.432
0.953,0.203,0.173,-2.380,5.859,3.784
0.959,0.175,0.181,3.540,7.812,2.930
0.959,0.164,0.169,6.104,9.399,3.418
0.956,0.177,0.157,5.920,10.315,4.822
0.953,0.192,0.145,5.188,10.254,5.188
0.954,0.193,0.133,4.578,9.216,4.456
0.961,0.172,0.130,4.150,7.690,3.418
0.970,0.144,0.135,3.113,5.676,2.502
0.969,0.122,0.147,0.916,4.333,2.441
0.963,0.118,0.161,-2.563,3.235,3.296
0.958,0.140,0.169,-5.493,3.113,4.639
0.947,0.177,0.165,-5.554,3.662,5.920
0.942,0.203,0.160,-1.648,3.967,6.592
0.938,0.200,0.155,4.700,3.662,6.714
0.939,0.177,0.161,10.681,3.113,6.958
0.944,0.154,0.171,13.428,2.441,7.324
0.944,0.143,0.176,13.367,2.869,7.202
0.944,0.135,0.177,11.780,3.784,6.836
0.943,0.136,0.171,9.583,4.639,6.958

1.727,0.898,0.145,47.668,-25.085,-28.931
1.713,0.899,0.208,49.683,-22.522,-35.217
1.719,0.879,0.279,42.480,-14.893,-41.931
1.731,0.895,0.294,27.344,-4.089,-49.255
1.719,0.865,0.281,9.766,8.667,-56.824
1.734,0.828,0.224,-5.859,21.240,-63.293
1.816,0.714,0.139,-15.991,31.311,-68.604
1.881,0.641,0.079,-18.738,33.508,-70.984
1.840,0.587,0.054,-18.860,28.381,-72.632
1.734,0.530,0.082,-14.587,19.775,-72.144
1.643,0.435,0.124,-7.568,14.343,-70.801
1.559,0.361,0.146,-3.845,12.390,-62.866
1.397,0.265,0.187,-3.784,10.010,-50.842
1.401,0.210,0.265,-10.925,21.240,-41.870
1.288,0.208,0.169,-25.818,22.522,-31.555
1.273,0.187,0.176,-40.527,33.569,-26.428
1.240,0.199,0.089,-53.162,43.762,-29.602
1.287,0.183,0.040,-61.768,54.382,-38.147
1.316,0.194,-0.010,-63.965,60.669,-48.706
1.322,0.205,0.004,-58.838,59.326,-59.875
1.284,0.145,-0.014,-46.753,54.993,-70.618
1.271,0.023,0.022,-30.518,52.124,-78.857
1.253,-0.111,0.032,-19.592,52.429,-83.801
1.219,-0.245,0.017,-18.066,53.772,-84.167
1.215,-0.336,0.007,-26.733,55.298,-78.918
1.232,-0.345,-0.025,-45.410,55.969,-69.885
1.189,-0.288,-0.065,-65.552,52.734,-60.547
1.146,-0.227,-0.080,-76.965,43.884,-54.321
1.101,-0.201,-0.034,-78.613,31.128,-50.903
1.026,-0.203,0.004,-73.975,20.508,-48.340
0.949,-0.235,0.022,-66.711,14.404,-45.532
0.903,-0.250,-0.024,-59.387,13.550,-41.809
0.880,-0.261,-0.089,-53.589,15.930,-36.682
0.897,-0.293,-0.190,-48.584,20.325,-33.630
0.909,-0.325,-0.282,-41.077,23.743,-33.142
0.920,-0.342,-0.371,-34.790,23.560,-34.485
0.889,-0.392,-0.464,-32.959,16.418,-38.086
0.791,-0.439,-0.456,-33.875,1.770,-38.696
0.689,-0.475,-0.432,-39.063,-15.381,-32.898
0.616,-0.506,-0.356,-46.936,-32.043,-19.958
0.562,-0.480,-0.261,-57.434,-42.664,-1.587
0.523,-0.407,-0.244,-68.970,-40.588,18.005
0.480,-0.268,-0.276,-71.716,-26.978,37.292
0.400,-0.082,-0.366,-65.430,-10.376,52.307
0.473,0.149,-0.382,-58.228,2.563,56.091
0.278,0.243,-0.557,-51.025,-8.362,57.495
0.076,0.275,-0.711,-45.837,-35.461,55.847
-0.005,0.306,-0.743,-53.833,-48.706,45.898
-0.069,0.336,-0.697,-75.684,-71.472,34.973
-0.201,0.330,-0.625,-104.919,-110.962,22.827
-0.355,0.252,-0.539,-142.334,-145.813,14.526
-0.412,0.249,-0.336,-173.157,-168.335,17.456
-0.472,0.351,-0.052,-196.472,-186.829,36.072
-0.523,0.590,0.204,-215.271,-196.350,61.279
-0.459,0.938,0.457,-222.351,-192.261,83.313
-0.237,1.395,0.734,-216.675,-172.485,99.915
-0.089,1.923,0.817,-195.068,-152.161,106.750
0.069,2.303,0.868,-143.799,-135.498,91.187
0.309,2.172,0.954,-66.101,-121.155,49.194
0.379,1.582,1.076,19.836,-103.210,0.305
0.286,0.789,1.172,92.834,-79.163,-34.851
0.380,0.008,1.298,134.949,-51.086,-51.636
0.528,-0.377,1.230,136.169,-29.175,-56.885
0.538,-0.477,1.027,106.445,-5.493,-48.035
0.508,-0.406,0.856,65.674,25.330,-27.771
0.547,-0.264,0.646,25.757,55.237,-8.240
0.605,-0.102,0.415,-4.272,78.796,0.549
0.642,0.026,0.198,-21.057,95.520,0.488
0.715,0.086,0.013,-27.222,106.323,-2.747
0.809,0.095,-0.134,-24.841,109.131,-7.996
0.877,0.064,-0.213,-14.954,101.990,-12.695
0.954,0.006,-0.248,-3.174,87.524,-12.512
1.011,-0.018,-0.243,5.981,67.993,-8.484
1.014,-0.007,-0.184,10.803,46.631,-3.357
1.000,0.023,-0.094,12.695,27.527,2.075
0.990,0.056,-0.004,14.832,14.526,7.751
0.953,0.113,0.107,15.869,8.667,13.184
0.946,0.194,0.159,13.672,10.254,16.541
0.954,0.279,0.168,12.939,16.235,17.517
0.962,0.332,0.170,13.184,23.132,16.663
0.976,0.377,0.117,11.658,29.541,13.855
1.005,0.395,0.049,10.620,32.837,9.033
1.015,0.368,0.001,11.169,31.372,2.747
1.035,0.304,-0.013,12.268,26.001,-2.075
1.027,0.233,0.005,13.916,19.897,-5.066
1.009,0.175,0.031,13.428,15.015,-6.042
1.009,0.146,0.052,11.230,12.024,-4.883
1.003,0.141,0.059,9.460,10.681,-2.686
0.979,0.144,0.070,10.498,9.521,-0.488
0.971,0.156,0.080,12.207,8.240,1.770
0.976,0.158,0.080,14.343,7.263,3.052
0.978,0.147,0.091,17.639,6.226,3.113
0.974,0.137,0.101,19.409,5.371,3.418
0.985,0.131,0.102,18.433,4.700,4.150
0.980,0.145,0.104,14.404,3.845,4.822
0.952,0.193,0.114,8.667,3.052,4.578
0.938,0.225,0.120,5.676,3.479,3.052
0.927,0.216,0.131,6.897,5.066,0.977
0.926,0.186,0.147,9.094,7.385,-0.916
0.928,0.158,0.142,9.033,9.949,-1.404
0.938,0.137,0.140,8.606,12.024,-1.099
0.936,0.125,0.134,8.179,13.062,-0.061
0.927,0.120,0.125,7.812,13.611,1.892
0.921,0.116,0.118,8.301,13.489,4.395
0.916,0.112,0.121,9.338,12.573,7.324
0.908,0.119,0.123,9.827,11.475,10.193
0.911,0.135,0.116,9.949,10.986,12.451
0.911,0.158,0.121,11.353,10.742,13.489
0.916,0.177,0.105,13.794,10.498,13.733
0.925,0.189,0.106,16.296,9.766,13.977
0.922,0.212,0.116,18.921,8.972,14.404
0.916,0.229,0.120,21.790,9.094,13.611
0.915,0.219,0.125,25.269,10.132,12.146
0.912,0.196,0.138,26.978,12.024,10.559
0.913,0.187,0.137,24.658,14.587,9.338
0.931,0.182,0.113,20.020,16.907,8.484
0.943,0.193,0.084,16.113,17.517,7.996
0.965,0.200,0.067,14.221,15.991,7.812
0.979,0.194,0.063,13.855,13.611,7.385


